"","Protein1","Protein2","Gene1","Gene2","Context","StringScore","CC","MF","BP"
"3770","P16401","P84243","H1-5","H3-3A","rich",441,0.763,0.78,0.422
"3771","P16401","Q02539","H1-5","H1-1","poor",831,0.874,0.891,0.595
"3772","P16401","Q02880","H1-5","TOP2B","poor",162,0.843,0.597,0.305
"3773","P16401","Q05639","H1-5","EEF1A2","poor",0,0.382,0.542,0.179
"3774","P16401","Q09666","H1-5","AHNAK","poor",0,0.468,0.73,0.226
"3775","P16401","Q13948","H1-5","CUX1","poor",0,0.859,0.489,0.346
"3776","P16401","Q14203","H1-5","DCTN1","poor",0,0.491,0.542,0.287
"3777","P16401","Q14571","H1-5","ITPR2","rich",0,0.495,0.36,0.126
"3778","P16401","Q14573","H1-5","ITPR3","poor",0,0.517,0.38,0.124
"3779","P16401","Q14643","H1-5","ITPR1","poor",0,0.488,0.364,0.176
"3780","P16401","Q14978","H1-5","NOLC1","poor",0,0.736,0.557,0.333
"3781","P16401","Q15050","H1-5","RRS1","poor",0,0.678,0.72,0.274
"3782","P16401","Q16695","H1-5","H3-4","rich",0,0.835,0.826,0.486
"3783","P16401","Q16777","H1-5","H2AC20","rich",0,0.762,0.715,0.376
"3784","P16401","Q16778","H1-5","H2BC21","rich",0,0.753,0.826,0.25
"3785","P16401","Q29RF7","H1-5","PDS5A","poor",194,0.845,1,0.331
"3786","P16401","Q2TAA8","H1-5","TSNAXIP1","poor",0,0.379,0.528,0.199
"3787","P16401","Q5MIZ7","H1-5","PPP4R3B","poor",0,0.77,0.104,0.2
"3788","P16401","Q5QNW6","H1-5","H2BC18","rich",0,0.789,0.722,0
"3789","P16401","Q5T1M5","H1-5","FKBP15","poor",0,0.45,0.484,0.22
"3790","P16401","Q5T7N3","H1-5","KANK4","poor",0,0.566,1,0.221
"3791","P16401","Q5TEC6","H1-5","H3-7","rich",0,0.877,0.747,0
"3792","P16401","Q5VTE0","H1-5","EEF1A1P5","poor",0,0.548,0.4,0.266
"3793","P16401","Q6DN03","H1-5","H2BC20P","rich",0,0,0,0
"3794","P16401","Q6DRA6","H1-5","H2BC19P","rich",0,0.813,0.747,0
"3795","P16401","Q6FI13","H1-5","H2AC18","rich",0,0.762,0.789,0.376
"3796","P16401","Q6IN85","H1-5","PPP4R3A","poor",0,0.613,0.104,0.126
"3797","P16401","Q6NXT2","H1-5","H3-5","rich",0,0.918,0.819,0.261
"3798","P16401","Q71DI3","H1-5","H3C15","rich",0,0.785,0.826,0.486
"3799","P16401","Q7L1I2","H1-5","SV2B","poor",0,0.281,0.474,0.16
"3800","P16401","Q7L7L0","H1-5","H2AW","rich",0,0,0,0
"3801","P16401","Q8IUE6","H1-5","H2AC21","rich",0,0.762,0.789,0.376
"3802","P16401","Q8IY81","H1-5","FTSJ3","poor",0,0.779,0.562,0.187
"3803","P16401","Q8N257","H1-5","H2BU1","rich",0,0,0,0
"3804","P16401","Q8N823","H1-5","ZNF611","poor",0,1,0.339,0.808
"3805","P16401","Q8NEV8","H1-5","EXPH5","poor",0,0.349,0.573,0.205
"3806","P16401","Q8TDN6","H1-5","BRIX1","poor",0,0.857,0.73,0.2
"3807","P16401","Q8WUM4","H1-5","PDCD6IP","poor",0,0.427,0.544,0.243
"3808","P16401","Q8WVY7","H1-5","UBLCP1","poor",0,0.79,0.429,0.182
"3809","P16401","Q8WZ42","H1-5","TTN","poor",0,0.511,0.533,0.25
"3810","P16401","Q93077","H1-5","H2AC6","rich",0,0.825,0.789,0.352
"3811","P16401","Q93079","H1-5","H2BC9","rich",0,0.753,0.802,1
"3812","P16401","Q96A08","H1-5","H2BC1","rich",173,0.833,0.747,0.415
"3813","P16401","Q96CB8","H1-5","INTS12","rich",0,0.709,0.489,0.228
"3814","P16401","Q96KK5","H1-5","H2AC12","rich",0,0.762,0.715,0.376
"3815","P16401","Q96QV6","H1-5","H2AC1","rich",0,0.778,0.739,0.419
"3816","P16401","Q96RF0","H1-5","SNX18","poor",0,0.312,0.466,0.201
"3817","P16401","Q99877","H1-5","H2BC15","rich",465,0.789,0.747,1
"3818","P16401","Q99878","H1-5","H2AC14","rich",671,0,0,0
"3819","P16401","Q99879","H1-5","H2BC14","rich",595,0.789,0.747,1
"3820","P16401","Q99880","H1-5","H2BC13","rich",570,0.789,0.826,1
"3821","P16401","Q9BTM1","H1-5","H2AJ","rich",0,0.762,0.715,0.376
"3822","P16401","Q9BZZ5","H1-5","API5","poor",0,0.621,0.711,0.106
"3823","P16401","Q9H987","H1-5","SYNPO2L","poor",0,0.671,0.657,0.194
"3824","P16401","Q9NRL2","H1-5","BAZ1A","poor",0,0.746,0.701,0.554
"3825","P16401","Q9UHL3","H1-5","FAM153A","poor",0,0,1,0
"3826","P16401","Q9UIG0","H1-5","BAZ1B","poor",0,0.846,0.399,0.44
"3827","P16401","Q9UKJ3","H1-5","GPATCH8","poor",0,0.572,0.681,0.329
"3828","P16401","Q9UNW9","H1-5","NOVA2","poor",0,0.601,0.581,0.291
"3829","P16401","Q9UNZ5","H1-5","C19orf53","poor",0,0,0,0
"3830","P16401","Q9UPN3","H1-5","MACF1","rich",0,0.533,0.693,0.21
"3831","P16401","Q9Y606","H1-5","PUS1","poor",0,0.685,0.507,0.182
"3832","P16402","P16403","H1-3","H1-2","rich",514,0.984,0.939,1
"3833","P16402","P17036","H1-3","ZNF3","poor",0,1,0.501,0.372
"3834","P16402","P20671","H1-3","H2AC7","rich",531,0.808,0.706,0.277
"3835","P16402","P20936","H1-3","RASA1","poor",0,0.368,0.221,0.223
"3836","P16402","P23497","H1-3","SP100","poor",0,0.698,0.433,0.297
"3837","P16402","P23527","H1-3","H2BC17","rich",0,0.807,0.699,1
"3838","P16402","P33778","H1-3","H2BC3","rich",0,0.795,0.699,1
"3839","P16402","P45378","H1-3","TNNT3","poor",0,0.379,0.209,0.087
"3840","P16402","P46020","H1-3","PHKA1","poor",0,0.334,0.2,0.156
"3841","P16402","P46100","H1-3","ATRX","poor",221,0.747,0.382,0.378
"3842","P16402","P51825","H1-3","AFF1","poor",0,0.442,0.325,0.328
"3843","P16402","P54709","H1-3","ATP1B3","poor",0,0.248,0.25,0.056
"3844","P16402","P57053","H1-3","H2BC12L","rich",0,0.752,0.746,0.029
"3845","P16402","P58876","H1-3","H2BC5","rich",0,0.751,0.676,0
"3846","P16402","P62805","H1-3","H4C1","rich",563,0.681,0.76,0.441
"3847","P16402","P62807","H1-3","H2BC4","rich",518,0.707,0.654,0.283
"3848","P16402","P62979","H1-3","RPS27A","rich",0,0.458,0.514,0.211
"3849","P16402","P62987","H1-3","UBA52","rich",0,0.483,0.339,0.186
"3850","P16402","P68104","H1-3","EEF1A1","poor",0,0.476,0.479,0.2
"3851","P16402","P68431","H1-3","H3C1","rich",596,0.671,0.649,0.508
"3852","P16402","P84243","H1-3","H3-3A","rich",285,0.702,0.668,0.482
"3853","P16402","Q02241","H1-3","KIF23","poor",0,0.541,0.234,0.142
"3854","P16402","Q05639","H1-3","EEF1A2","poor",0,0.39,0.391,0.228
"3855","P16402","Q09666","H1-3","AHNAK","poor",0,0.434,0.543,0.283
"3856","P16402","Q0ZGT2","H1-3","NEXN","poor",0,0.39,0.297,0.14
"3857","P16402","Q13823","H1-3","GNL2","poor",0,0.616,0.504,0.169
"3858","P16402","Q14151","H1-3","SAFB2","poor",0,0.633,0.591,0.349
"3859","P16402","Q14203","H1-3","DCTN1","poor",0,0.461,0.244,0.152
"3860","P16402","Q14241","H1-3","ELOA","poor",0,0.642,0.325,0.449
"3861","P16402","Q14571","H1-3","ITPR2","poor",0,0.429,0.187,0.113
"3862","P16402","Q14573","H1-3","ITPR3","poor",0,0.437,0.208,0.074
"3863","P16402","Q14643","H1-3","ITPR1","poor",0,0.427,0.193,0.103
"3864","P16402","Q14677","H1-3","CLINT1","poor",0,0.49,0.266,0.218
"3865","P16402","Q14978","H1-3","NOLC1","poor",0,0.565,0.418,0.267
"3866","P16402","Q14980","H1-3","NUMA1","poor",194,0.514,0.328,0.172
"3867","P16402","Q15050","H1-3","RRS1","poor",0,0.521,0.608,0.183
"3868","P16402","Q16695","H1-3","H3-4","rich",0,0.784,0.699,0.534
"3869","P16402","Q16777","H1-3","H2AC20","rich",0,0.808,0.706,0.277
"3870","P16402","Q16778","H1-3","H2BC21","rich",0,0.707,0.699,0.283
"3871","P16402","Q29RF7","H1-3","PDS5A","poor",0,0.778,0.325,0.371
"3872","P16402","Q5JSZ5","H1-3","PRRC2B","poor",0,0,0.589,0.156
"3873","P16402","Q5MIZ7","H1-3","PPP4R3B","poor",0,0.679,0.104,0.241
"3874","P16402","Q5QNW6","H1-3","H2BC18","rich",0,0.751,0.715,0
"3875","P16402","Q5TEC6","H1-3","H3-7","rich",0,0.865,0.746,0
"3876","P16402","Q5VTE0","H1-3","EEF1A1P5","poor",0,0.533,0.401,0.269
"3877","P16402","Q6DN03","H1-3","H2BC20P","rich",0,0,0,0
"3878","P16402","Q6DRA6","H1-3","H2BC19P","rich",0,0.893,0.746,0
"3879","P16402","Q6FI13","H1-3","H2AC18","rich",0,0.808,0.668,0.277
"3880","P16402","Q6IN85","H1-3","PPP4R3A","poor",0,0.494,0.104,0.14
"3881","P16402","Q6NXT2","H1-3","H3-5","rich",0,0.948,0.69,0.161
"3882","P16402","Q71DI3","H1-3","H3C15","rich",0,0.745,0.699,0.534
"3883","P16402","Q7L7L0","H1-3","H2AW","rich",0,0,0,0
"3884","P16402","Q7Z6E9","H1-3","RBBP6","poor",0,0.701,0.426,0.179
"3885","P16402","Q8IUE6","H1-3","H2AC21","rich",0,0.808,0.668,0.277
"3886","P16402","Q8IUX7","H1-3","AEBP1","poor",0,0.484,0.373,0.448
"3887","P16402","Q8N257","H1-3","H2BU1","rich",0,0,0,0
"3888","P16402","Q8TCU6","H1-3","PREX1","poor",0,0.324,0.245,0.14
"3889","P16402","Q8WVY7","H1-3","UBLCP1","poor",0,0.666,0.256,0.209
"3890","P16402","Q92522","H1-3","H1-10","poor",0,0.876,0.897,0.921
"3891","P16402","Q93077","H1-3","H2AC6","rich",0,0.795,0.668,0.321
"3892","P16402","Q93079","H1-3","H2BC9","rich",0,0.708,0.574,1
"3893","P16402","Q96A08","H1-3","H2BC1","rich",355,0.787,0.668,0.423
"3894","P16402","Q96IY1","H1-3","NSL1","poor",0,0.65,0.325,0.181
"3895","P16402","Q96KK5","H1-3","H2AC12","rich",0,0.808,0.706,0.277
"3896","P16402","Q96NL8","H1-3","CFAP418","poor",0,0.375,0.325,0.042
"3897","P16402","Q96NR8","H1-3","RDH12","poor",0,0.337,0.23,0.101
"3898","P16402","Q96QE3","H1-3","ATAD5","poor",0,0.735,0.516,0.206
"3899","P16402","Q96QV6","H1-3","H2AC1","rich",0,0.792,0.736,0.351
"3900","P16402","Q99877","H1-3","H2BC15","rich",295,0.751,0.746,1
"3901","P16402","Q99878","H1-3","H2AC14","rich",416,0,0,0
"3902","P16402","Q99879","H1-3","H2BC14","rich",375,0.751,0.746,1
"3903","P16402","Q99880","H1-3","H2BC13","rich",478,0.751,0.699,1
"3904","P16402","Q9BTM1","H1-3","H2AJ","rich",0,0.808,0.706,0.277
"3905","P16402","Q9BZZ5","H1-3","API5","poor",0,0.59,0.54,0.107
"3906","P16402","Q9H0K4","H1-3","RSPH6A","poor",0,0.402,0.325,0.135
"3907","P16402","Q9H3R1","H1-3","NDST4","poor",0,0.47,0.119,0.144
"3908","P16402","Q9NRL2","H1-3","BAZ1A","poor",0,0.7,0.565,0.615
"3909","P16402","Q9Y238","H1-3","DLEC1","poor",0,0.4,0.296,0.145
"3910","P16402","Q9Y314","H1-3","NOSIP","poor",0,0.578,0.513,0.15
"3911","P16402","Q9Y520","H1-3","PRRC2C","rich",0,0.414,0.589,0.183
"3912","P16402","Q9Y606","H1-3","PUS1","poor",0,0.618,0.557,0.24
"3913","P16403","P17036","H1-2","ZNF3","poor",0,1,0.655,0.372
"3914","P16403","P20671","H1-2","H2AC7","rich",603,0.821,0.747,0.277
"3915","P16403","P20936","H1-2","RASA1","poor",0,0.335,0.441,0.223
"3916","P16403","P23497","H1-2","SP100","poor",0,0.684,0.704,0.297
"3917","P16403","P23527","H1-2","H2BC17","rich",0,0.812,0.843,1
"3918","P16403","P33778","H1-2","H2BC3","rich",0,0.786,0.843,1
"3919","P16403","P45378","H1-2","TNNT3","poor",0,0.363,0.478,0.087
"3920","P16403","P46100","H1-2","ATRX","rich",419,0.695,0.538,0.378
"3921","P16403","P49917","H1-2","LIG4","poor",0,0.687,0.542,0.255
"3922","P16403","P50914","H1-2","RPL14","poor",0,0.373,0.732,0.253
"3923","P16403","P51825","H1-2","AFF1","rich",0,0.468,1,0.328
"3924","P16403","P54709","H1-2","ATP1B3","poor",0,0.23,0.438,0.056
"3925","P16403","P57053","H1-2","H2BC12L","rich",0,0.746,0.787,0.029
"3926","P16403","P58876","H1-2","H2BC5","rich",0,0.748,0.809,0
"3927","P16403","P62805","H1-2","H4C1","rich",851,0.663,0.885,0.441
"3928","P16403","P62807","H1-2","H2BC4","rich",654,0.696,0.838,0.283
"3929","P16403","P62979","H1-2","RPS27A","rich",0,0.437,0.658,0.211
"3930","P16403","P62987","H1-2","UBA52","rich",0,0.463,0.513,0.186
"3931","P16403","P68431","H1-2","H3C1","rich",613,0.658,0.826,0.508
"3932","P16403","P84243","H1-2","H3-3A","rich",356,0.686,0.79,0.482
"3933","P16403","Q02241","H1-2","KIF23","poor",0,0.501,0.402,0.142
"3934","P16403","Q0ZGT2","H1-2","NEXN","poor",0,0.333,0.401,0.14
"3935","P16403","Q14151","H1-2","SAFB2","poor",0,0.642,0.754,0.349
"3936","P16403","Q14203","H1-2","DCTN1","poor",0,0.411,0.531,0.152
"3937","P16403","Q14241","H1-2","ELOA","poor",0,0.604,1,0.449
"3938","P16403","Q14571","H1-2","ITPR2","rich",0,0.423,0.35,0.113
"3939","P16403","Q14573","H1-2","ITPR3","poor",0,0.421,0.36,0.074
"3940","P16403","Q14643","H1-2","ITPR1","poor",0,0.413,0.346,0.103
"3941","P16403","Q14677","H1-2","CLINT1","poor",0,0.476,0.526,0.218
"3942","P16403","Q14978","H1-2","NOLC1","poor",181,0.566,0.55,0.267
"3943","P16403","Q14980","H1-2","NUMA1","poor",0,0.458,0.582,0.172
"3944","P16403","Q15003","H1-2","NCAPH","poor",155,0.574,0.551,0.32
"3945","P16403","Q15050","H1-2","RRS1","poor",0,0.523,0.727,0.183
"3946","P16403","Q15185","H1-2","PTGES3","poor",0,0.599,0.503,0.239
"3947","P16403","Q16695","H1-2","H3-4","rich",0,0.778,0.843,0.534
"3948","P16403","Q16777","H1-2","H2AC20","rich",0,0.821,0.747,0.277
"3949","P16403","Q16778","H1-2","H2BC21","rich",0,0.696,0.843,0.283
"3950","P16403","Q29RF7","H1-2","PDS5A","poor",352,0.718,1,0.371
"3951","P16403","Q5JSZ5","H1-2","PRRC2B","poor",0,0,0.725,0.156
"3952","P16403","Q5MIZ7","H1-2","PPP4R3B","poor",0,0.618,0.104,0.241
"3953","P16403","Q5QNW6","H1-2","H2BC18","rich",0,0.748,0.755,0
"3954","P16403","Q5T200","H1-2","ZC3H13","poor",0,0.617,0.684,0.223
"3955","P16403","Q5TEC6","H1-2","H3-7","rich",0,0.887,0.787,0
"3956","P16403","Q6DN03","H1-2","H2BC20P","rich",0,0,0,0
"3957","P16403","Q6DRA6","H1-2","H2BC19P","rich",0,0.925,0.787,0
"3958","P16403","Q6FI13","H1-2","H2AC18","rich",0,0.821,0.801,0.277
"3959","P16403","Q6IN85","H1-2","PPP4R3A","poor",172,0.476,0.104,0.14
"3960","P16403","Q6NXT2","H1-2","H3-5","rich",0,0.957,0.835,0.161
"3961","P16403","Q71DI3","H1-2","H3C15","rich",0,0.742,0.843,0.534
"3962","P16403","Q7L7L0","H1-2","H2AW","rich",0,0,0,0
"3963","P16403","Q7L804","H1-2","RAB11FIP2","poor",0,0.474,0.536,0.094
"3964","P16403","Q7Z6E9","H1-2","RBBP6","poor",0,0.662,0.574,0.179
"3965","P16403","Q7Z7A1","H1-2","CNTRL","poor",0,0.401,1,0.119
"3966","P16403","Q8IUE6","H1-2","H2AC21","rich",0,0.821,0.801,0.277
"3967","P16403","Q8N257","H1-2","H2BU1","rich",0,0,0,0
"3968","P16403","Q8N823","H1-2","ZNF611","poor",0,1,0.353,0.808
"3969","P16403","Q8TCU6","H1-2","PREX1","poor",0,0.293,0.441,0.14
"3970","P16403","Q8TDN6","H1-2","BRIX1","rich",0,0.695,0.738,0.27
"3971","P16403","Q8TEQ6","H1-2","GEMIN5","poor",0,0.541,0.714,0.379
"3972","P16403","Q8WVY7","H1-2","UBLCP1","poor",0,0.692,0.409,0.209
"3973","P16403","Q92522","H1-2","H1-10","poor",0,0.863,0.917,0.921
"3974","P16403","Q93077","H1-2","H2AC6","rich",0,0.803,0.801,0.321
"3975","P16403","Q93079","H1-2","H2BC9","rich",0,0.701,0.799,1
"3976","P16403","Q96A08","H1-2","H2BC1","rich",315,0.778,0.77,0.423
"3977","P16403","Q96CB8","H1-2","INTS12","poor",0,0.69,0.468,0.332
"3978","P16403","Q96KK5","H1-2","H2AC12","rich",0,0.821,0.747,0.277
"3979","P16403","Q96NR8","H1-2","RDH12","poor",0,0.325,0.375,0.101
"3980","P16403","Q96QE3","H1-2","ATAD5","poor",0,0.735,0.621,0.206
"3981","P16403","Q96QV6","H1-2","H2AC1","rich",0,0.787,0.779,0.351
"3982","P16403","Q96RF0","H1-2","SNX18","poor",0,0.294,0.444,0.119
"3983","P16403","Q99877","H1-2","H2BC15","rich",349,0.748,0.787,1
"3984","P16403","Q99878","H1-2","H2AC14","rich",383,0,0,0
"3985","P16403","Q99879","H1-2","H2BC14","rich",458,0.748,0.787,1
"3986","P16403","Q99880","H1-2","H2BC13","rich",579,0.748,0.843,1
"3987","P16403","Q9BTM1","H1-2","H2AJ","rich",0,0.821,0.747,0.277
"3988","P16403","Q9BZZ5","H1-2","API5","poor",218,0.597,0.717,0.107
"3989","P16403","Q9H0K4","H1-2","RSPH6A","poor",0,0.366,1,0.135
"3990","P16403","Q9H3R1","H1-2","NDST4","poor",0,0.481,0.125,0.144
"3991","P16403","Q9H910","H1-2","JPT2","poor",0,0.534,1,0.077
"3992","P16403","Q9NRL2","H1-2","BAZ1A","poor",0,0.666,0.706,0.615
"3993","P16403","Q9UIG0","H1-2","BAZ1B","poor",191,0.668,0.379,0.453
"3994","P16403","Q9UKJ3","H1-2","GPATCH8","poor",0,0.589,0.684,0.252
"3995","P16403","Q9UPN3","H1-2","MACF1","poor",0,0.449,0.696,0.149
"3996","P16403","Q9Y238","H1-2","DLEC1","poor",0,0.372,0.536,0.145
"3997","P16403","Q9Y314","H1-2","NOSIP","poor",0,0.583,0.629,0.15
"3998","P16403","Q9Y520","H1-2","PRRC2C","rich",0,0.373,0.725,0.183
"3999","P16403","Q9Y606","H1-2","PUS1","poor",0,0.634,0.536,0.24
"4000","P16885","P62753","PLCG2","RPS6","poor",0,0.567,0.632,0.306
"4001","P16949","P30622","STMN1","CLIP1","poor",496,0.674,0.831,0.328
"4002","P16949","P62937","STMN1","PPIA","poor",306,0.678,0.567,0.302
"4003","P16949","P68363","STMN1","TUBA1B","rich",619,0.743,0.478,0.308
"4004","P16949","P68366","STMN1","TUBA4A","poor",949,0.83,0.522,0.29
"4005","P16949","P80192","STMN1","MAP3K9","poor",0,0.467,0.425,0.278
"4006","P16949","P82251","STMN1","SLC7A9","poor",0,0.402,0.439,0.134
"4007","P16949","Q00975","STMN1","CACNA1B","poor",0,0.386,0.454,0.188
"4008","P16949","Q02779","STMN1","MAP3K10","poor",0,1,0.416,0.353
"4009","P16949","Q03001","STMN1","DST","poor",0,0.623,0.685,0.363
"4010","P16949","Q08AF8","STMN1","GOLGA8F;","poor",0,0,0,0
"4011","P16949","Q0D2H9","STMN1","GOLGA8DP","poor",0,0.357,1,0.32
"4012","P16949","Q13136","STMN1","PPFIA1","poor",0,0.605,1,0.443
"4013","P16949","Q15172","STMN1","PPP2R5A","poor",0,0.607,0.528,0.334
"4014","P16949","Q15811","STMN1","ITSN1","poor",0,0.689,0.599,0.316
"4015","P16949","Q58FF7","STMN1","HSP90AB3P","poor",0,0.718,0.434,0.203
"4016","P16949","Q5T9S5","STMN1","CCDC18","poor",0,0.61,0,0
"4017","P16949","Q5TCX8","STMN1","MAP3K21","poor",0,0.58,0.466,0.369
"4018","P16949","Q5VU43","STMN1","PDE4DIP","poor",0,0.592,0.75,0.311
"4019","P16949","Q66GS9","STMN1","CEP135","poor",0,0.615,0.884,0.244
"4020","P16949","Q6PEY2","STMN1","TUBA3E","poor",311,0.702,0.509,0.312
"4021","P16949","Q6UWR7","STMN1","ENPP6","poor",0,0.628,0.482,0.061
"4022","P16949","Q71U36","STMN1","TUBA1A","rich",946,0.74,0.536,0.39
"4023","P16949","Q7L8A9","STMN1","VASH1","poor",0,0.633,0.568,0.293
"4024","P16949","Q86SQ7","STMN1","SDCCAG8","poor",0,0.605,1,0.324
"4025","P16949","Q8N635","STMN1","MEIOB","poor",0,0.587,0.362,0.146
"4026","P16949","Q92575","STMN1","UBXN4","poor",0,0.539,1,0.083
"4027","P16949","Q9BQE3","STMN1","TUBA1C","rich",937,0.729,0.489,0.31
"4028","P16949","Q9BRP4","STMN1","PAAF1","poor",0,0.17,0.72,0.087
"4029","P16949","Q9H221","STMN1","ABCG8","poor",0,0.363,0.425,0.268
"4030","P16949","Q9NW82","STMN1","WDR70","poor",0,0.348,0.788,0
"4031","P16949","Q9UII2","STMN1","ATP5IF1","poor",0,0.457,0.654,0.232
"4032","P16949","Q9UKE5","STMN1","TNIK","poor",0,0.642,0.452,0.468
"4033","P16949","Q9Y366","STMN1","IFT52","poor",0,0.493,1,0.289
"4034","P17020","Q96JM4","ZNF16","LRRIQ1","poor",0,0,0,0.303
"4035","P17020","Q96KR4","ZNF16","LMLN","poor",0,0.391,0.405,0.444
"4036","P17066","P19525","HSPA6","EIF2AK2","poor",0,0.718,0.471,0.182
"4037","P17066","P31948","HSPA6","STIP1","poor",561,0.634,0.563,0.266
"4038","P17066","P34932","HSPA6","HSPA4","poor",826,0.741,0.768,0.572
"4039","P17066","Q58FF3","HSPA6","HSP90B2P","poor",0,0.428,0.848,0.788
"4040","P17066","Q92598","HSPA6","HSPH1","rich",943,0.819,0.753,0.661
"4041","P17066","Q9BWQ6","HSPA6","YIPF2","poor",0,0.482,0.564,0.323
"4042","P17096","P20671","HMGA1","H2AC7","poor",0,0.549,0.475,0.199
"4043","P17096","P23527","HMGA1","H2BC17","rich",0,0.751,0.617,0.489
"4044","P17096","P33778","HMGA1","H2BC3","rich",0,0.732,0.617,0.489
"4045","P17096","P57053","HMGA1","H2BC12L","rich",0,0.722,0.516,0.069
"4046","P17096","P58876","HMGA1","H2BC5","rich",0,0.713,0.655,0
"4047","P17096","P62807","HMGA1","H2BC4","rich",0,0.689,0.625,0.151
"4048","P17096","P68431","HMGA1","H3C1","rich",0,0.653,0.619,0.327
"4049","P17096","P84243","HMGA1","H3-3A","rich",0,0.66,0.604,0.255
"4050","P17096","Q16695","HMGA1","H3-4","rich",0,0.614,0.617,0.232
"4051","P17096","Q16778","HMGA1","H2BC21","rich",0,0.689,0.617,0.151
"4052","P17096","Q5QNW6","HMGA1","H2BC18","rich",0,0.713,0.565,0
"4053","P17096","Q5TEC6","HMGA1","H3-7","poor",0,0.652,0.516,0
"4054","P17096","Q6DN03","HMGA1","H2BC20P","poor",0,0,0,0
"4055","P17096","Q6DRA6","HMGA1","H2BC19P","poor",0,0.576,0.516,0
"4056","P17096","Q6FI13","HMGA1","H2AC18","poor",0,0.549,0.569,0.199
"4057","P17096","Q6NXT2","HMGA1","H3-5","rich",0,0.667,0.528,0.277
"4058","P17096","Q71DI3","HMGA1","H3C15","rich",0,0.623,0.617,0.232
"4059","P17096","Q7L7L0","HMGA1","H2AW","poor",0,0,0,0
"4060","P17096","Q8N257","HMGA1","H2BU1","rich",0,0,0,0
"4061","P17096","Q93077","HMGA1","H2AC6","poor",0,0.62,0.569,0.379
"4062","P17096","Q93079","HMGA1","H2BC9","rich",0,0.754,0.65,0.489
"4063","P17096","Q96A08","HMGA1","H2BC1","rich",0,0.651,0.601,0.33
"4064","P17096","Q96KK5","HMGA1","H2AC12","poor",0,0.549,0.475,0.199
"4065","P17096","Q99877","HMGA1","H2BC15","rich",0,0.713,0.516,0.489
"4066","P17096","Q99878","HMGA1","H2AC14","poor",0,0,0,0
"4067","P17096","Q99879","HMGA1","H2BC14","rich",0,0.713,0.516,0.489
"4068","P17096","Q99880","HMGA1","H2BC13","rich",0,0.713,0.617,0.489
"4069","P17252","Q00341","PRKCA","HDLBP","poor",0,0.706,0.393,0.061
"4070","P17275","Q6S8J3","JUNB","POTEE","poor",0,0.4,0.352,0.213
"4071","P17275","Q9BYX7","JUNB","POTEKP","poor",0,0.409,0.271,0.187
"4072","P17480","P62277","UBTF","RPS13","poor",0,0.594,0.683,0.419
"4073","P17480","Q7Z417","UBTF","NUFIP2","poor",0,0.7,0.703,0
"4074","P17516","P42330","AKR1C4","AKR1C3","poor",879,0.914,0.861,0.563
"4075","P17661","P19012","DES","KRT15","poor",0,0.711,0.909,0.436
"4076","P17661","P48681","DES","NES","poor",0,0.584,0.674,0.242
"4077","P17661","P62937","DES","PPIA","poor",0,0.601,0.568,0.161
"4078","P17661","Q04695","DES","KRT17","poor",0,0.636,0.844,0.402
"4079","P17661","Q16352","DES","INA","rich",0,0.618,0.887,0.449
"4080","P17661","Q99456","DES","KRT12","poor",0,0.658,0.743,0.46
"4081","P17661","Q9NSB2","DES","KRT84","poor",0,0.599,0.52,0.479
"4082","P17844","Q8N3X1","DDX5","FNBP4","poor",247,1,1,0
"4083","P17844","Q92841","DDX5","DDX17","poor",889,0.938,0.845,0.735
"4084","P17980","P24534","PSMC3","EEF1B2","poor",306,0.587,0.443,0.349
"4085","P17980","P29692","PSMC3","EEF1D","poor",273,0.688,0.443,0.217
"4086","P17980","P35998","PSMC3","PSMC2","poor",999,0.989,0.976,0.654
"4087","P17980","P43686","PSMC3","PSMC4","poor",999,0.877,0.976,0.601
"4088","P17980","P51665","PSMC3","PSMD7","poor",999,0.935,0.555,1
"4089","P17980","P62333","PSMC3","PSMC6","poor",999,0.834,0.929,0.68
"4090","P17987","P23508","TCP1","MCC","poor",0,0.535,0.458,0.212
"4091","P17987","P48643","TCP1","CCT5","poor",999,0.855,0.898,0.874
"4092","P17987","P49368","TCP1","CCT3","rich",999,0.872,0.972,0.913
"4093","P17987","P50990","TCP1","CCT8","poor",999,0.818,0.904,0.913
"4094","P17987","P50991","TCP1","CCT4","rich",999,0.851,0.972,0.964
"4095","P17987","P78371","TCP1","CCT2","poor",999,0.808,0.955,0.962
"4096","P17987","Q03001","TCP1","DST","poor",238,0.593,0.496,0.249
"4097","P17987","Q99832","TCP1","CCT7","poor",999,0.805,0.921,0.913
"4098","P18074","P46778","ERCC2","RPL21","poor",0,0.622,0.411,0.129
"4099","P18074","P62753","ERCC2","RPS6","poor",0,0.678,0.424,0.286
"4100","P18077","P40429","RPL35A","RPL13A","poor",999,0.784,0.86,0.44
"4101","P18077","Q02878","RPL35A","RPL6","poor",999,0.778,0.911,0.715
"4102","P18124","P36578","RPL7","RPL4","poor",999,0.911,0.925,0.649
"4103","P18124","Q02543","RPL7","RPL18A","poor",999,0.783,0.925,0.649
"4104","P18206","P78347","VCL","GTF2I","poor",0,0.489,0.585,0.098
"4105","P18206","Q12840","VCL","KIF5A","poor",0,0.548,0.561,0.252
